strain	date	url	S1_mutations	country	host	mutational_fitness	genbank_accession	emerging_lineage	division	region	pango_lineage	recency	epiweek	current_frequency	clade_membership	author	accession	originating_lab	submitting_lab	logistic_growth	cazzo
USA/ME-HETL-J16349/2020	10/7/2020		1	USA	Homo sapiens	0.06	OP345648		Maine	North America	B.1.2	One week ago	202041		20G	Dewey et al B					cazzo
TWN/CGMH-CGU-47/2021	1/3/2021		2	Taiwan	Homo sapiens	0.05	MZ020654		Taiwan	Asia	B.1.2	Older	202101		20G	Tsao et al F					cazzo
USA/IL-CDC-2-3693786/2020	11/10/2020		1	USA	Homo sapiens	0.05	MW406557		Illinois	North America	B.1.2	Older	202046		20G	Queen et al P					cazzo
USA/AK-PHL17368/2020	11/17/2020		1	USA	Homo sapiens	0.06	ON259281		Alaska	North America	B.1.2	Older	202047		20G	Haan et al					cazzo
USA/AK-CDC-2-3920631/2020	12/1/2020		1	USA	Homo sapiens	0.06	MW730911		Alaska	North America	B.1.2	Older	202049		20G	Queen et al Q					cazzo
USA/TN-VUMC-000201/2020	10/6/2020		1	USA	Homo sapiens	0.05	OK372268		Tennessee	North America	B.1.2	Older	202041		20G	Vestal et al		Vanderbilt University Medical Center - Suman R. Das Lab	Vanderbilt University Medical Center		cazzo
USA/NC-CDC-2-3769279/2020	12/8/2020		1	USA	Homo sapiens	0.05	MW730905		North Carolina	North America	B.1.2	Older	202050		20G	Queen et al R					cazzo
USA/TN-CDC-2-3859263/2021	1/26/2021		1	USA	Homo sapiens	0.06	MW708755		Tennessee	North America	B.1.2	Older	202104		20G	Queen et al S					cazzo
USA/NE-Noblis-S110B4/2021	1/6/2021		2	USA	Homo sapiens	0.09	MZ267341		Nebraska	North America	B.1.2	Older	202101		20G	Brinkac et al			Noblis		cazzo
USA/IL-CDC-ASC210014124/2021	3/20/2021		3	USA	Homo sapiens	0.15	MW992834		Illinois	North America	B.1.2	Older	202111		20G	Howard et al D					cazzo
USA/MO-CDC-QDX21568839/2021	1/29/2021		1	USA	Homo sapiens	0.06	MW665641		Missouri	North America	B.1.2	Older	202104		20G	Cook et al O					cazzo
USA/OK-CDC-QDX22287907/2021	2/16/2021		1	USA	Homo sapiens	0.08	MW719807		Oklahoma	North America	B.1.2	Older	202107		20G	Cook et al P					cazzo
USA/NC-CDC-4243867-001/2021	4/20/2021		4	USA	Homo sapiens	0.11	OK079036		North Carolina	North America	B.1.2	Older	202116		20G	Sheth et al G					cazzo
USA/WI-UW-2154/2020	10/15/2020		1	USA	Homo sapiens	0.07	MW342016		Wisconsin	North America	B.1.2	Older	202042		20G	Moreno et al F					cazzo
IND/GBRC491b/2020	11/27/2020		2	India	Homo sapiens	0.08	MZ262293		India	Asia	B.1.2	Older	202048		20G	Saiyed et al B					cazzo
USA/NE-CDC-2-3992392/2021	2/24/2021		1	USA	Homo sapiens	0.08	MW793022		Nebraska	North America	B.1.2	Older	202108		20G	Queen et al T					cazzo
USA/WI-CDC-QDX21841261/2021	2/7/2021		3	USA	Homo sapiens	0.13	MW669164		Wisconsin	North America	B.1.2	Older	202106		20G	Cook et al Q					cazzo
USA/CO-Broad-CMU_00088/2020	11/9/2020		3	USA	Homo sapiens	0.1	MW521539		Colorado	North America	B.1.2	Older	202046		20G	Lemieux et al E		Colorado Mesa University	Broad Institute of Harvard and MIT		cazzo
USA/CO-Broad-CMU_00116/2020	11/10/2020		3	USA	Homo sapiens	0.1	MW454489		Colorado	North America	B.1.2	Older	202046		20G	Lemieux et al F		Colorado Mesa University	Broad Institute of Harvard and MIT		cazzo
USA/IL-CDC-STM-000023323/2021	2/24/2021		1	USA	Homo sapiens	0.07	MW758682		Illinois	North America	B.1.2	Older	202108		20G	Cook et al R					cazzo
USA/KY-CDC-LC0038155/2021	3/29/2021		1	USA	Homo sapiens	0.06	MZ002300		Kentucky	North America	B.1.2	Older	202113		20G	Howard et al E					cazzo
DJI/NAMRU3_E06/2020	12/11/2020		2	Djibouti	Homo sapiens	0.07	OK018271		Djibouti	Africa	B.1.2	Older	202050		20G	Arnold et al S					cazzo
USA/MT-CDC-2-4216032/2021	1/26/2021		1	USA	Homo sapiens	0.07	MZ780250		Montana	North America	B.1.2	Older	202104		20G	Sheth et al H					cazzo
USA/WI-UW-2289/2020	11/5/2020		1	USA	Homo sapiens	0.07	MW403573		Wisconsin	North America	B.1.2	Older	202045		20G	Moreno et al G					cazzo
USA/MN-CDC-LC0004572/2021	1/4/2021		2	USA	Homo sapiens	0.07	MW638673		Minnesota	North America	B.1.2	Older	202101		20G	Cook et al S					cazzo
USA/WI-CDC-LC0019850/2021	2/22/2021		2	USA	Homo sapiens	0.07	MW734462		Wisconsin	North America	B.1.2	Older	202108		20G	Cook et al T					cazzo
USA/ID-UW-4486/2020	3/29/2020		1	USA	Homo sapiens	-0.05	MT358705		Idaho	North America	B.1	Older	202014		20C	Roychoudhury et al E					cazzo
USA/AL-QDX-3486/2020	9/3/2020		1	USA	Homo sapiens	-0.03	MW521655		Alabama	North America	B.1.541	Older	202036		20C	Rosenthal et al AC					cazzo
USA/JERP/2020	11/11/2020		1	USA	Homo sapiens	-0.03	MW929551		Alabama	North America	B.1.541	Older	202046		20C	Grimwood et al A					cazzo
Morocc0/RMPS6/2020	4/1/2020		1	Morocco	Homo sapiens	-0.05	MT733120		Morocco	Africa	B.1	Older	202014		20C	Laamarti et al B					cazzo
USA/NH-CDC-QDX25704323/2021	6/6/2021		5	USA	Homo sapiens	0.4	MZ432913		New Hampshire	North America	B.1.637	Older	202123		20C	Howard et al F		Quest Diagnostics Incorporated	CDC-OAMD		cazzo
USA/CT-CDC-QDX22164406/2021	2/17/2021		5	USA	Homo sapiens	0.41	MW975343		Connecticut	North America	B.1.637.1	Older	202107		20C	Howard et al G					cazzo
USA/DE-CDC-LC0072429/2021	6/7/2021		5	USA	Homo sapiens	0.42	OK233807		Delaware	North America	B.1.637	Older	202123		20C	Howard et al H					cazzo
USA/CT-CDC-QDX26032807/2021	6/15/2021		4	USA	Homo sapiens	0.37	OK251582		Connecticut	North America	B.1.526	Older	202124		21F (Iota)	Howard et al I					cazzo
USA/MS-MSPHL-0384/2021	4/6/2021		4	USA	Homo sapiens	0.35	OK586381		Mississippi	North America	B.1.526	Older	202114		21F (Iota)	Karolewicz et al A		MS PHL	Mississippi Public Health Lab		cazzo
USA/ND-CDC-2-4451167/2021	5/9/2021		4	USA	Homo sapiens	0.35	MZ358578		North Dakota	North America	B.1.526	Older	202119		21F (Iota)	Sheth et al I					cazzo
USA/CT-CDC-QDX25806534/2021	6/11/2021		4	USA	Homo sapiens	0.39	MZ491509		Connecticut	North America	B.1.526	Older	202123		21F (Iota)	Howard et al J					cazzo
USA/ME-CDC-QDX25497805/2021	6/2/2021		5	USA	Homo sapiens	0.35	MZ410157		Maine	North America	B.1.526	Older	202122		21F (Iota)	Howard et al K					cazzo
USA/OK-CDC-ASC210063538/2021	5/14/2021		5	USA	Homo sapiens	0.38	MZ316560		Oklahoma	North America	B.1.526	Older	202119		21F (Iota)	Howard et al L					cazzo
USA/ND-CDC-2-4567500/2021	6/10/2021		5	USA	Homo sapiens	0.39	MZ511680		North Dakota	North America	B.1.526	Older	202123		21F (Iota)	Sheth et al J					cazzo
USA/AK-PHL8317/2021	4/20/2021		4	USA	Homo sapiens	0.38	MZ203237		Alaska	North America	B.1.526	Older	202116		21F (Iota)	DeRonde et al B					cazzo
USA/GA-CDC-STM-000061988/2021	4/23/2021		5	USA	Homo sapiens	0.39	MZ164170		Georgia	North America	B.1.526	Older	202116		21F (Iota)	Howard et al M					cazzo
USA/NY-CDC-LC0036438/2021	3/25/2021		4	USA	Homo sapiens	0.39	MZ000825		New York	North America	B.1.526	Older	202112		21F (Iota)	Howard et al N					cazzo
USA/NM-UNM-TC240953/2021	5/4/2021		4	USA	Homo sapiens	0.44	OM895656		New Mexico	North America	B.1.526	Older	202118		21F (Iota)	Domman et al B		TriCore Reference Laboratories	University of New Mexico Health Sciences Center		cazzo
USA/SC-COVID21-2078/2021	6/11/2021		4	USA	Homo sapiens	0.35	MZ522133		South Carolina	North America	B.1.526	Older	202123		21F (Iota)	Flores et al C					cazzo
USA/VT-CDCBI-CRSP_02397/2021	4/8/2021		4	USA	Homo sapiens	0.4	MZ047065		Vermont	North America	B.1.526	Older	202114		21F (Iota)	Lemieux et al G		Broad Institute Clinical Research Sequencing Platform	Broad Institute Genomic Center for Infectious Diseases		cazzo
USA/WY-CDC-IBX197684101854/2021	4/3/2021		4	USA	Homo sapiens	0.42	MZ010367		Wyoming	North America	B.1.526	Older	202113		21F (Iota)	Howard et al O					cazzo
USA/LA-BIE-LSUH000697/2021	5/15/2021		4	USA	Homo sapiens	0.39	MZ462175		Louisiana	North America	B.1.526	Older	202119		21F (Iota)	Crabtree et al A					cazzo
USA/VT-CDC-2-4044725/2020	12/26/2020		2	USA	Homo sapiens	-0.05	MW550538		Vermont	North America	B.1.324	Older	202052		20C	Queen et al U					cazzo
USA/WV118930/2020	10/14/2020		1	USA	Homo sapiens	0	MZ498101		West Virginia	North America	B.1.265	Older	202042		20C	Denvir et al D					cazzo
USA/MS-QDX-3493/2020	9/9/2020		1	USA	Homo sapiens	-0.04	MW521732		Mississippi	North America	B.1.265	Older	202037		20C	Rosenthal et al AD					cazzo
USA/0-89080-3/2021	2/4/2021		1	USA	Homo sapiens	0.02	MZ235418		Tennessee	North America	B.1.265	Older	202105		20C	Kumaravelu et al					cazzo
USA/MD-MDH-0075/2020	5/25/2020		1	USA	Homo sapiens	0	MT827241		Maryland	North America	B.1.328	Older	202022		20C	Keller et al D					cazzo
USA/NE-QDX-3304/2020	7/25/2020		1	USA	Homo sapiens	0.01	MW522441		Nebraska	North America	B.1.337	Older	202030		20C	Rosenthal et al AE					cazzo
USA/MN-MDH-1594/2020	5/15/2020		1	USA	Homo sapiens	-0.05	MT997712		Minnesota	North America	B.1	Older	202020		20C	Plumb et al					cazzo
MAR/RMPS01/2020	4/13/2020		1	Morocco	Homo sapiens	-0.05	MT731285		Morocco	Africa	B.1	Older	202016		20C	Laamarti et al C					cazzo
CHL/Santiago-PUC_MVL_0410/2020	5/12/2020		1	Chile	Homo sapiens	-0.05	MW365011		Chile	South America	B.1	Older	202020		20C	Direct Submission et al AG					cazzo
USA/AR-QDX-3368/2020	10/2/2020		1	USA	Homo sapiens	-0.06	MW522371		Arkansas	North America	B.1	Older	202040		20C	Rosenthal et al AF					cazzo
USA/DC-DFS-PHL-0077/2020	5/29/2020		1	USA	Homo sapiens	-0.05	MZ488254		Washington DC	North America	B.1	Older	202022		20C	Nguyen et al C					cazzo
USA/20U189MD00114_2-23-2022/2020	7/7/2020		2	USA	Homo sapiens	-0.05	OM831427		Arkansas	North America	B.1	Older	202028		20C	Harley et al		University of Arkansas for Medical Sciences	University of Arkansas Medical Sciences/Arkansas Children's Hospital		cazzo
USA/971789/2020	4/24/2020		1	USA	Homo sapiens	-0.05	ON032963		Iowa	North America	B.1	Older	202017		20C	Reeb et al H		State Hygienic Laboratory at the University of Iowa	State Hygienic Laboratory at the University of Iowa		cazzo
USA/MI-MDHHS-SC21810/2020	7/15/2020		1	USA	Homo sapiens	-0.05	OL817141		Michigan	North America	B.1.340	Older	202029		20C	Blankenship et al B					cazzo
USA/CUIMC-NP-3005/2020	8/27/2020		2	USA	Homo sapiens	0.01	MZ681416		New York	North America	B.1	Older	202035		20C	Annavajhala et al B					cazzo
USA/UT-QDX-2247/2020	3/12/2020		1	USA	Homo sapiens	-0.05	MW191032		Utah	North America	B.1	Older	202011		20C	Rosenthal et al AG		Quest Diagnostics	Quest Diagnostics		cazzo
USA/CO-QDX-2254/2020	3/16/2020		1	USA	Homo sapiens	-0.05	MW190955		Colorado	North America	B.1	Older	202012		20C	Rosenthal et al AH		Quest Diagnostics	Quest Diagnostics		cazzo
USA/WV118687/2020	5/4/2020		1	USA	Homo sapiens	-0.05	MZ497587		West Virginia	North America	B.1	Older	202019		20C	Denvir et al E					cazzo
TWN/CGMH-CGU-34/2020	3/26/2020		1	Taiwan	Homo sapiens	-0.05	MW356670		Taiwan	Asia	B.1	Older	202013		20C	Tsao et al G					cazzo
MAR/RMPS05/2020	3/30/2020		1	Morocco	Homo sapiens	-0.05	MT731746		Morocco	Africa	B.1	Older	202014		20C	Laamarti et al D					cazzo
MAR/RMPS-05/2020	3/30/2020		1	Morocco	Homo sapiens	-0.05	MT731468		Morocco	Africa	B.1	Older	202014		20C	Laamarti et al E					cazzo
USA/OR-UW-4300/2020	3/31/2020		1	USA	Homo sapiens	-0.05	MT358661		Oregon	North America	B.1	Older	202014		20C	Roychoudhury et al F					cazzo
USA/UMW21832490/2020	10/29/2020		2	USA	Homo sapiens	0.04	MW882524		Massachusetts	North America	B.1.517	Older	202044		20C	Ward et al A					cazzo
USA/RI-CDC-2-4195176/2021	1/15/2021		3	USA	Homo sapiens	0.03	MZ028822		Rhode Island	North America	B.1.517	Older	202102		20C	Sheth et al K					cazzo
USA/TX-HHD-4381279/2020	5/19/2020		1	USA	Homo sapiens	-0.05	OM181178		Texas	North America	B.1	Older	202021		20C	Penn et al B					cazzo
USA/VA_NIDDL_6181/2020	6/3/2020		1	USA	Homo sapiens	-0.05	MW940505		Virginia	North America	B.1	Older	202023		20C	Voegtly et al C					cazzo
USA/DC-DFS-PHL-0091/2020	7/21/2020		1	USA	Homo sapiens	-0.05	MZ488261		Washington DC	North America	B.1.451	Older	202030		20C	Nguyen et al D					cazzo
UGA/MUWRP-KIR200098/2020	8/26/2020		1	Uganda	Homo sapiens	-0.05	OM811376		Uganda	Africa	B.1	Older	202035		20C	Byarugaba et al K					cazzo
KEN/C47869/2020	8/24/2020		1	Kenya	Homo sapiens	-0.04	OK487752		Kenya	Africa	B.1	Older	202035		20C	Githinji et al N					cazzo
KEN/KEM20-87421/2020	12/11/2020		1	Kenya	Homo sapiens	-0.05	OP001518		Kenya	Africa	B.1	Older	202050		20C	Githinji et al O					cazzo
KEN/C54632/2020	9/7/2020		1	Kenya	Homo sapiens	0.02	OK487787		Kenya	Africa	B.1	Older	202037		20C	Githinji et al P					cazzo
KEN/K98631/2020	11/14/2020		2	Kenya	Homo sapiens	0.07	OK449119		Kenya	Africa	B.1.596.1	Older	202046		20C	Githinji et al Q					cazzo
LR963377	4/1/2020		2	Zimbabwe	Homo sapiens	-0.05	LR963377		Zimbabwe	Africa	B.1	Older	202014		20C	Alikhan et al C		National Microbiology Reference Laboratory	Quadram Institute Bioscience		cazzo
LR963447	4/1/2020		2	Zimbabwe	Homo sapiens	-0.05	LR963447		Zimbabwe	Africa	B.1	Older	202014		20C	Alikhan et al D		National Microbiology Reference Laboratory	Quadram Institute Bioscience		cazzo
COL/Cali-01/2020	4/2/2020		1	Colombia	Homo sapiens	-0.05	MT470219		Colombia	South America	B.1	Older	202014		20C	Lopez et al					cazzo
USA/ND-NDDH-0015/2020	5/2/2020		1	USA	Homo sapiens	-0.05	MW471396		North Dakota	North America	B.1	Older	202018		20C	Wingerter et al B					cazzo
USA/KS-QDX-4448/2020	8/20/2020		1	USA	Homo sapiens	0.03	MW566509		Kansas	North America	B.1.311	Older	202034		20C	Rosenthal et al AI					cazzo
Netherlands/Limburg_12/2020	5/8/2020		2	Netherlands	Homo sapiens	-0.09	LR883713		Netherlands	Europe	B.1	Older	202019		20C	Oude Munnink et al C			"ERASMUS MC, UNIVERISTY MEDICAL CENTER"		cazzo
KEN/C75830/2020	11/18/2020		1	Kenya	Homo sapiens	-0.04	OL915085		Kenya	Africa	B.1	Older	202047		20C	Githinji et al R					cazzo
USA/TX-HHD-4402451/2020	7/12/2020		2	USA	Homo sapiens	-0.01	OM181141		Texas	North America	B.1	Older	202029		20C	Penn et al C					cazzo
USA/RI-Broad_RIDOH-00002/2020	10/16/2020		2	USA	Homo sapiens	0.07	MW521590		Rhode Island	North America	B.1.375	Older	202042		20C	Lemieux et al H		Rhode Island Department of Health	Broad Institute Genomic Center for Infectious Diseases		cazzo
USA/NH-QDX-3226/2021	1/4/2021		1	USA	Homo sapiens	0.01	MW505283		New Hampshire	North America	B.1.433	Older	202101		20C	Rosenthal et al AJ		Quest Diagnostics	Quest Diagnostics		cazzo
USA/CO-CDC-2-4194793/2020	12/15/2020		3	USA	Homo sapiens	0.15	MZ028731		Colorado	North America	B.1.427	Older	202051		21C (Epsilon)	Sheth et al L					cazzo
USA/HI-CDC-2-3906091/2021	1/30/2021		4	USA	Homo sapiens	0.14	MZ779596		Hawaii	North America	B.1.427	Older	202104		21C (Epsilon)	Sheth et al M					cazzo
USA/CO-CDC-2-3992390/2021	2/3/2021		3	USA	Homo sapiens	0.15	MW792737		Colorado	North America	B.1.429	Older	202105		21C (Epsilon)	Queen et al V					cazzo
NZL/20CV0724/2020	12/24/2020		4	New Zealand	Homo sapiens	0.14	OK427048		Canterbury	Oceania	B.1.429	Older	202052		21C (Epsilon)	Ren et al AL		Canterbury Health Laboratories	Institute of Environmental Science and Research		cazzo
USA/KS-CDC-2-4122037/2021	3/16/2021		5	USA	Homo sapiens	0.16	MW897583		Kansas	North America	B.1.429	Older	202111		21C (Epsilon)	Sheth et al N					cazzo
USA/ND-CDC-IBX502004385499/2021	3/29/2021		3	USA	Homo sapiens	0.2	MZ011008		North Dakota	North America	B.1.429	Older	202113		21C (Epsilon)	Howard et al P					cazzo
USA/hCoV-19-USA-MT-BHDH-219/2021	2/10/2021		4	USA	Homo sapiens	0.17	MW796196		Montana	North America	B.1.429	Older	202106		21C (Epsilon)	Nemudryi et al C					cazzo
USA/CA-CDC-STM-000012138/2021	2/11/2021		3	USA	Homo sapiens	0.17	MW693399		California	North America	B.1.429	Older	202106		21C (Epsilon)	Cook et al U					cazzo
SouthAfrica/NHLS-UCT-GS-7189/2020	12/1/2020		7	South Africa	Homo sapiens	0.14	OM739262		South Africa	Africa	B.1.351	Older	202049		"20H (Beta, V2)"	Viana et al F					cazzo
SouthAfrica/NHLS-UCT-GS-A815/2021	2/3/2021		7	South Africa	Homo sapiens	0.26	OM739721		South Africa	Africa	B.1.351	Older	202105		"20H (Beta, V2)"	Viana et al G					cazzo
SouthAfrica/NHLS-UCT-GS-1071/2020	10/26/2020		7	South Africa	Homo sapiens	0.26	OM725493		South Africa	Africa	B.1.351	Older	202044		"20H (Beta, V2)"	Tegally et al H					cazzo
SouthAfrica/NHLS-UCT-GS-1390/2020	11/12/2020		7	South Africa	Homo sapiens	0.25	OM725602		South Africa	Africa	B.1.351	Older	202046		"20H (Beta, V2)"	Tegally et al I					cazzo
SouthAfrica/NHLS-UCT-GS-B246/2021	3/1/2021		7	South Africa	Homo sapiens	0.28	OM765324		South Africa	Africa	B.1.351	Older	202109		"20H (Beta, V2)"	Viana et al H					cazzo
PHL/COVID-74517/2021	7/1/2021		8	Philippines	Homo sapiens	0.31	OL629469		Philippines	Asia	B.1.351	Older	202126		"20H (Beta, V2)"	Velasco et al B					cazzo
PHL/COVID58236/2021	4/7/2021		8	Philippines	Homo sapiens	0.31	MZ068159		Manila	Asia	B.1.351	Older	202114		"20H (Beta, V2)"	Velasco et al C					cazzo
HongKong/HKPU-00187/2021	5/12/2021		8	Hong Kong	Homo sapiens	0.32	MZ298847		Hong Kong	Asia	B.1.351	Older	202119		"20H (Beta, V2)"	Cheng et al B					cazzo
SouthAfrica/NHLS-UCT-GP-6390/2021	5/4/2021		10	South Africa	Homo sapiens	0.41	OM720927		South Africa	Africa	B.1.351	Older	202118		"20H (Beta, V2)"	Tegally et al J					cazzo
FIN/TKU-1/2021	3/14/2021		9	Finland	Homo sapiens	0.33	MW845378		Finland	Europe	B.1.351	Older	202111		"20H (Beta, V2)"	Gunell et al					cazzo
TUN/TUN-202129100/2021	4/24/2021		8	Tunisia	Homo sapiens	0.27	MZ227579		Tunisia	Africa	B.1.351	Older	202116		"20H (Beta, V2)"	Trabelsi et al A					cazzo
ZAF/SCV2-GP-K231/2021	6/4/2021		7	South Africa	Homo sapiens	0.28	ON055774		South Africa	Africa	B.1.351	Older	202122		"20H (Beta, V2)"	Valley-Omar et al A					cazzo
FIN/hCoV19-Fin-THL202101018/2021	1/7/2021		6	Finland	Homo sapiens	0.27	MZ944846		Finland	Europe	B.1.351	Older	202101		"20H (Beta, V2)"	Laine et al C					cazzo
SouthAfrica/NHLS-UCT-GS-7217/2020	12/2/2020		6	South Africa	Homo sapiens	0.28	OM739268		South Africa	Africa	B.1.351	Older	202049		"20H (Beta, V2)"	Viana et al I					cazzo
NZL/21MV0393/2021	4/27/2021		7	New Zealand	Homo sapiens	0.28	OK433376		New Zealand	Oceania	B.1.351	Older	202117		"20H (Beta, V2)"	Ren et al AM		LabPLUS	Institute of Environmental Science and Research		cazzo
SouthAfrica/NHLS-UCT-GS-AZ59/2021	1/19/2021		7	South Africa	Homo sapiens	0.32	ON078384		Western Cape Province	Africa	B.1.351	Older	202103		"20H (Beta, V2)"	Viana et al J		Groote Schuur Hospital wc GSH	University of Cape Town and National Health Laboratory Service		cazzo
SouthAfrica/NHLS-UCT-GS-9961/2021	1/11/2021		8	South Africa	Homo sapiens	0.28	OM739612		South Africa	Africa	B.1.351	Older	202102		"20H (Beta, V2)"	Viana et al K					cazzo
SouthAfrica/NHLS-UCT-GS-A868/2021	2/5/2021		7	South Africa	Homo sapiens	0.29	OM739728		South Africa	Africa	B.1.351	Older	202105		"20H (Beta, V2)"	Viana et al L					cazzo
MWI/MLW001192/2021	2/3/2021		8	Malawi	Homo sapiens	0.31	ON099800		Malawi	Africa	B.1.351	Older	202105		"20H (Beta, V2)"	Feasey et al A					cazzo
SouthAfrica/NHLS-UCT-GS-9358/2020	12/28/2020		8	South Africa	Homo sapiens	0.3	OM739539		South Africa	Africa	B.1.351	Older	202053		"20H (Beta, V2)"	Viana et al M					cazzo
NLD/EMC-Beta-1/2021	1/20/2021		8	Netherlands	Homo sapiens	0.31	OM286905		Netherlands	Europe	B.1.351	Older	202103		"20H (Beta, V2)"	GeurtsvanKessel et al A					cazzo
SYC/SS492/2021	5/21/2021		8	Seychelles	Homo sapiens	0.33	OK377380		Seychelles	Africa	B.1.351	Older	202120		"20H (Beta, V2)"	Githinji et al S					cazzo
SYC/SS505/2021	5/24/2021		8	Seychelles	Homo sapiens	0.34	OK377387		Seychelles	Africa	B.1.351	Older	202121		"20H (Beta, V2)"	Githinji et al T					cazzo
SYC/G40372/2021	2/10/2021		8	Seychelles	Homo sapiens	0.3	OK377353		Seychelles	Africa	B.1.351	Older	202106		"20H (Beta, V2)"	Githinji et al U					cazzo
SYC/G38723/2021	2/5/2021		8	Seychelles	Homo sapiens	0.3	OK377351		Seychelles	Africa	B.1.351	Older	202105		"20H (Beta, V2)"	Githinji et al V					cazzo
SYC/G38725/2021	2/5/2021		8	Seychelles	Homo sapiens	0.3	OK377352		Seychelles	Africa	B.1.351	Older	202105		"20H (Beta, V2)"	Githinji et al W					cazzo
SYC/SS459/2021	4/12/2021		9	Seychelles	Homo sapiens	0.3	OK377354		Seychelles	Africa	B.1.351	Older	202115		"20H (Beta, V2)"	Githinji et al X					cazzo
SYC/SS461/2021	4/26/2021		9	Seychelles	Homo sapiens	0.3	OK377358		Seychelles	Africa	B.1.351	Older	202117		"20H (Beta, V2)"	Githinji et al Y					cazzo
SouthAfrica/NHLS-UCT-GS-A792/2020	11/23/2020		8	South Africa	Homo sapiens	0.31	OM739700		South Africa	Africa	B.1.351	Older	202048		"20H (Beta, V2)"	Viana et al N					cazzo
SouthAfrica/NHLS-UCT-GP-6380/2021	5/3/2021		9	South Africa	Homo sapiens	0.38	OM720924		South Africa	Africa	B.1.351	Older	202118		"20H (Beta, V2)"	Tegally et al K					cazzo
SouthAfrica/NHLS-UCT-GS-A871/2021	2/5/2021		8	South Africa	Homo sapiens	0.32	OM739729		South Africa	Africa	B.1.351	Older	202105		"20H (Beta, V2)"	Viana et al O					cazzo
SouthAfrica/NHLS-UCT-GP-6362/2021	5/3/2021		9	South Africa	Homo sapiens	0.31	OM720908		South Africa	Africa	B.1.351	Older	202118		"20H (Beta, V2)"	Tegally et al L					cazzo
DJI/NAMRU3_F143/2021	4/6/2021		8	Djibouti	Homo sapiens	0.36	MZ394620		Camp Lemonnier	Africa	B.1.351	Older	202114		"20H (Beta, V2)"	Arnold et al T					cazzo
